,ID,Timestamp,Age,Primary streaming service,Primary streaming service Indicator,Hours per day,While working,While working Indicator,Instrumentalist,Instrumentalist Indicator,Composer,Composer Indicator,Fav genre,Fav genre Indicator,Exploratory,Exploratory Indicator,Foreign languages,Foreign languages Indicator,BPM,Frequency [Classical],Classical F Indicator,Frequency [Country],Country F Indicator,Frequency [EDM],EDM F Indicator,Frequency [Folk],Folk F Indicator,Frequency [Gospel],Gospel F Indicator,Frequency [Hip hop],Hip hop F Indicator,Frequency [Jazz],Jazz F Indicator,Frequency [K pop],K pop F Indicator,Frequency [Latin],Latin F Indicator,Frequency [Lofi],Lofi F Indicator,Frequency [Metal],Metal F Indicator,Frequency [Pop],Pop F Indicator,Frequency [R&B],R&B F Indicator,Frequency [Rap],Rap F Indicator,Frequency [Rock],Rock F Indicator,Frequency [Video game music],Video game music F Indicator,Anxiety,Depression,Insomnia,OCD,Music effects,Music Effects Number,Permissions,spec_cluster_habits,spec_cluster_mental,spec_cluster_all,prim_habits_cluster,prim_mental_cluster,prim_all_cluster,gmm_cluster_habits,gmm_cluster_mental,gmm_cluster_all,fcm_habits,fcm_mental,fcm_all,kmeans_habits,kmeans_mental,kmeans_all,spec_kmodes_habits,spec_kmodes_genre,spec_kmodes_all,SVD_habits,SVD_mental,SVD_all,PCA_habits,PCA_mental,PCA_all,ICA_habits,ICA_mental,ICA_all,MDS_habits,MDS_mental,MDS_all,t-SNE1,t-SNE2
24,386,8/29/2022 18:00:27,16.0,Other streaming service,5,3.0,Yes,1.0,Yes,1.0,Yes,1.0,Classical,12,No,0,No,0.0,72.0,Very frequently,3,Rarely,1,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Never,0,Rarely,1,9.0,7.0,10.0,6.0,No effect,0.0,I understand.,2,3,2,0,1,0,0,2,0,1,2,2,2,2,0,0,0,2,"(0.44665847505558226, -1.4505971957401218)","(2.462756246994584, 0.10181530593124556)","(2.4074572307262816, -0.9202431216696818)","(0.44665847505558576, -1.4505971957401091)","(2.462756246994584, 0.10181530593124441)","(2.4074572307262816, -0.9202431216696818)","(0.5034741387766029, -1.4111345626890424)","(1.3050950386271016, 1.1574732129149465)","(-1.1373329851052163, -1.5169560123210166)","(-1.400264600840751, 1.0278776408445216)","(-2.5039234116740174, 1.2604629358031287)","(-1.4940720332667423, 3.092987933295105)",32.515705,8.322726
25,416,8/30/2022 8:00:32,69.0,Pandora,4,4.0,Yes,1.0,Yes,1.0,Yes,1.0,Classical,12,Yes,1,Yes,1.0,72.0,Very frequently,3,Sometimes,2,Never,0,Sometimes,2,Sometimes,2,Rarely,1,Very frequently,3,Rarely,1,Rarely,1,Rarely,1,Never,0,Sometimes,2,Sometimes,2,Never,0,Very frequently,3,Never,0,1.0,1.0,2.0,0.0,Improve,1.0,I understand.,1,2,1,1,2,2,2,3,1,3,1,1,1,3,1,0,0,2,"(-0.5599253216499588, -2.677750046872769)","(-2.3040394175304644, -0.17602152518397685)","(-2.988574144150536, 1.8501372522656971)","(-0.5599253216499527, -2.6777500468727995)","(-2.3040394175304644, -0.1760215251839776)","(-2.988574144150536, 1.8501372522656971)","(-0.27854079330658305, -2.700206639263679)","(-1.1667495555203038, -1.1525163784202128)","(1.1217869259621789, 2.5155846845462824)","(-1.162452494488622, 3.972919184714422)","(2.182152881295284, -1.2297457642135674)","(4.915399742701066, 0.12611534549926723)",-30.421314,23.771004
26,461,09/01/2022 15:21,23.0,YouTube Music,3,4.0,No,0.0,No,0.0,No,0.0,Hip hop,9,Yes,1,No,0.0,72.0,Rarely,1,Rarely,1,Never,0,Rarely,1,Never,0,Very frequently,3,Rarely,1,Never,0,Never,0,Sometimes,2,Rarely,1,Very frequently,3,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,8.0,10.0,4.0,0.0,No effect,0.0,I understand.,0,1,0,2,0,0,3,3,3,0,0,2,3,0,3,1,2,1,"(-1.1854027001009064, -1.3469257485292012)","(1.0386292833325461, -1.4797314256248562)","(0.9798333718493846, -0.6257765053585027)","(-1.1854027001009084, -1.346925748529195)","(1.0386292833325461, -1.479731425624855)","(0.9798333718493846, -0.6257765053585027)","(-0.9286428743295648, -1.4204350482178059)","(1.5728882603218188, -0.8247107434831904)","(-0.35992346859142405, -0.8419082046212162)","(1.3322871129612368, 2.080998232659579)","(-1.7772429038432402, -1.0490337269877197)","(-0.21527699069325157, 2.3402803893909536)",8.160463,1.4038024
27,472,09/01/2022 16:38,28.0,Spotify,2,1.0,No,0.0,Yes,1.0,No,0.0,Rock,2,Yes,1,No,0.0,72.0,Rarely,1,Rarely,1,Never,0,Rarely,1,Never,0,Rarely,1,Never,0,Never,0,Never,0,Sometimes,2,Rarely,1,Sometimes,2,Never,0,Rarely,1,Sometimes,2,Never,0,3.0,1.0,0.0,2.0,No effect,0.0,I understand.,0,0,3,2,2,1,3,1,3,0,1,1,3,3,2,1,0,0,"(-1.965809550663849, -1.4617385537825063)","(-1.914010426633594, 0.6666313396414146)","(-2.1060869704962775, -1.2823224003421037)","(-1.9658095506638484, -1.4617385537825027)","(-1.9140104266335938, 0.6666313396414147)","(-2.1060869704962775, -1.2823224003421037)","(-1.60055021160357, -1.5882802982534083)","(-1.5150803954470817, -0.25656779718218464)","(1.850469204852127, -0.5382256237610835)","(1.6191230658232292, 2.117913300794586)","(2.074484468943199, -0.2708519017048566)","(2.783375160787277, 0.16951577762359651)",-19.30066,-2.9103484
28,432,8/31/2022 5:45:08,19.0,YouTube Music,3,3.0,No,0.0,Yes,1.0,No,0.0,Rap,11,Yes,1,Yes,1.0,73.0,Rarely,1,Never,0,Sometimes,2,Never,0,Never,0,Sometimes,2,Rarely,1,Never,0,Never,0,Rarely,1,Never,0,Sometimes,2,Rarely,1,Very frequently,3,Sometimes,2,Sometimes,2,3.0,3.0,0.0,0.0,Improve,1.0,I understand.,0,0,3,2,2,1,3,3,2,0,1,1,3,3,2,0,1,3,"(-1.314326687840465, -1.222617590035022)","(-1.8394219684894673, -0.20023899366440634)","(-1.7669134726000906, -1.3677703778975903)","(-1.3143266878404662, -1.2226175900350122)","(-1.839421968489467, -0.20023899366440576)","(-1.7669134726000906, -1.3677703778975903)","(-1.0508787942607603, -1.3057487034059765)","(-0.8913729044896554, -0.9715923042113769)","(1.6721211374896687, -0.7124438024690176)","(1.4707919210943563, 1.9702294378125407)","(1.62353344979957, -1.0026947132112434)","(2.4353607661953562, -0.044452879430219104)",-20.006842,-4.750958
29,683,9/22/2022 15:03:22,18.0,Apple Music,1,5.0,Yes,1.0,Yes,1.0,No,0.0,Latin,1,Yes,1,Yes,1.0,73.0,Very frequently,3,Sometimes,2,Rarely,1,Never,0,Never,0,Sometimes,2,Rarely,1,Sometimes,2,Very frequently,3,Sometimes,2,Never,0,Very frequently,3,Sometimes,2,Rarely,1,Sometimes,2,Never,0,10.0,6.0,0.0,0.0,Improve,1.0,I understand.,2,1,0,0,0,0,0,3,2,3,3,3,2,1,3,0,1,3,"(0.8432526753943614, -1.466104188975343)","(0.11527404028499591, -0.4970179448050317)","(0.2510624052075285, -1.4871875517520123)","(0.8432526753943634, -1.4661041889753332)","(0.11527404028499648, -0.4970179448050286)","(0.2510624052075285, -1.4871875517520123)","(0.8507219374074665, -1.3992473353864558)","(0.39803894430560693, -0.3784635823932151)","(0.45158573757389076, -1.401399710917605)","(-1.687424574392393, 0.7423510196743679)","(-0.7916808007772818, -1.7448050406933708)","(-1.6221969359566755, -1.5076461322575747)",3.7020264,2.924344
30,35,8/28/2022 11:08:51,16.0,Spotify,2,1.0,Yes,1.0,No,0.0,No,0.0,Classical,12,No,0,No,0.0,75.0,Very frequently,3,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Rarely,1,0.0,0.0,0.0,0.0,No effect,0.0,I understand.,2,2,3,0,2,1,0,3,3,1,1,1,2,3,2,2,0,0,"(0.003342275301257623, -1.35575773172742)","(-2.987734165519365, 0.15407704901358288)","(-2.9412192081145787, -1.6499194862078346)","(0.003342275301262559, -1.355757731727407)","(-2.987734165519364, 0.15407704901358235)","(-2.9412192081145787, -1.6499194862078346)","(0.10923948028072135, -1.3473822348883129)","(-1.769705798394552, -1.1648628810245623)","(2.526498540568314, -0.6257533076917722)","(-1.0902746922359643, 1.3158319534000926)","(2.9026214890736686, -1.1836369538746034)","(3.3939250732059683, -1.3282711629090935)",-23.066463,-4.4859357
31,372,8/29/2022 14:53:54,24.0,Spotify,2,3.0,Yes,1.0,Yes,1.0,No,0.0,Classical,12,No,0,Yes,1.0,75.0,Very frequently,3,Never,0,Never,0,Never,0,Rarely,1,Rarely,1,Never,0,Never,0,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Never,0,Rarely,1,Never,0,Never,0,9.0,6.0,1.0,1.0,Improve,1.0,I understand.,2,1,0,0,0,0,0,1,3,1,3,3,2,1,3,0,0,2,"(0.2610009476621112, -1.5415598172377012)","(0.2080206455067494, -0.3164532847992479)","(0.11988548242369976, -1.2297378312826164)","(0.26100094766211507, -1.5415598172376954)","(0.2080206455067497, -0.31645328479924556)","(0.11988548242369976, -1.2297378312826164)","(0.3486200373662347, -1.5143311135471458)","(0.32851265846965116, -0.18249538727673492)","(0.42859115520002317, -1.1334925694316724)","(-1.0913927302217317, 1.1101575184751493)","(-0.3491235423607945, -0.2455956998683695)","(0.9111078705144771, 1.5645929833410421)",3.7929242,3.8555312
32,453,09/01/2022 12:04,23.0,Spotify,2,2.0,Yes,1.0,No,0.0,No,0.0,Pop,10,No,0,No,0.0,75.0,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Never,0,Very frequently,3,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Very frequently,3,Very frequently,3,Sometimes,2,Sometimes,2,7.0,6.0,4.0,3.0,Improve,1.0,I understand.,2,1,0,0,0,0,0,0,3,1,0,0,2,1,3,2,2,3,"(0.06265652171315576, -1.5181027627505712)","(0.543975863773057, -0.06132057810679506)","(0.39606251925637814, -1.0553351951606624)","(0.0626565217131603, -1.518102762750564)","(0.5439758637730571, -0.06132057810679471)","(0.39606251925637814, -1.0553351951606624)","(0.17372331735658358, -1.5046687744572327)","(0.3445493925840473, 0.18340249145620283)","(0.18337318105181755, -1.0573301701319098)","(-0.9618291239076061, 1.2166270793257472)","(-0.49180211912049426, 0.22971075429484505)","(0.3234405415111086, 1.3511917578655683)",9.285527,6.8258877
33,203,8/28/2022 21:06:09,19.0,Spotify,2,3.0,Yes,1.0,No,0.0,Yes,1.0,Rock,2,Yes,1,Yes,1.0,76.0,Sometimes,2,Never,0,Sometimes,2,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Never,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Never,0,Very frequently,3,Rarely,1,9.0,10.0,4.0,0.0,Improve,1.0,I understand.,2,1,0,0,0,0,0,3,3,1,0,2,2,0,3,0,3,0,"(0.3767647790505273, -1.3944127210519783)","(1.2402252362686876, -1.4653471527405153)","(1.1832718636369925, -0.9521417128238492)","(0.3767647790505308, -1.3944127210519686)","(1.2402252362686876, -1.4653471527405137)","(1.1832718636369925, -0.9521417128238492)","(0.4380851317559534, -1.3600990409988942)","(1.6756579990444103, -0.7247462072319463)","(-0.354142481864858, -1.192248233113195)","(-1.1957007137676252, 0.9643598273899145)","(-1.9997054009179638, -0.999798887180029)","(-1.1316755013390336, 2.0638558152425075)",7.814942,1.0227783
34,307,8/29/2022 4:02:01,17.0,Spotify,2,2.0,Yes,1.0,Yes,1.0,No,0.0,Pop,10,Yes,1,No,0.0,76.0,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Rarely,1,Rarely,1,Never,0,Never,0,Rarely,1,Never,0,Very frequently,3,Rarely,1,Rarely,1,Never,0,Rarely,1,7.0,6.0,0.0,4.0,Improve,1.0,I understand.,2,0,0,0,0,0,0,0,2,1,3,3,2,1,2,1,1,3,"(0.20159204969108144, -1.3478076704755113)","(0.08600838281694871, 0.6636114213789046)","(0.07220649313071752, -1.9439929582620676)","(0.20159204969108557, -1.3478076704754998)","(0.08600838281694888, 0.6636114213789059)","(0.07220649313071752, -1.9439929582620676)","(0.28159055890193374, -1.325832668495813)","(-0.39765368346085683, 0.6095277803240413)","(0.7513235073092216, -1.7579990999824864)","(-1.1268772400031994, 1.0968731463699184)","(0.306930304094404, 0.9165744985592821)","(1.0145981936563475, 1.624500034243437)",1.6698849,6.0045185
35,580,09/05/2022 21:56,14.0,Spotify,2,3.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,No,0.0,76.0,Never,0,Never,0,Never,0,Never,0,Never,0,Sometimes,2,Rarely,1,Never,0,Never,0,Never,0,Rarely,1,Sometimes,2,Never,0,Never,0,Very frequently,3,Sometimes,2,2.0,6.0,3.0,0.0,Worsen,-1.0,I understand.,2,0,3,0,2,1,0,3,3,1,1,1,2,3,2,2,0,0,"(0.49262326199807505, -1.2786727406052938)","(-1.046107559735734, -0.9300819678371042)","(-0.9264470642337904, -1.1016412363314239)","(0.4926232619980782, -1.2786727406052802)","(-1.0461075597357339, -0.930081967837105)","(-0.9264470642337904, -1.1016412363314239)","(0.5300958675341108, -1.2370788739330554)","(0.04114895188379906, -1.2562954069032362)","(1.0343228968877687, -0.7171276315225497)","(-1.3947126289852012, 0.9144222952973604)","(0.5971198886281242, -1.590740219661848)","(2.069106019614256, 0.6094018791354894)",-18.333498,-10.583451
36,45,8/28/2022 12:08:29,18.0,Spotify,2,4.0,Yes,1.0,No,0.0,No,0.0,Metal,13,Yes,1,Yes,1.0,77.0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Rarely,1,Never,0,Never,0,Never,0,Very frequently,3,Sometimes,2,Sometimes,2,Very frequently,3,Very frequently,3,Very frequently,3,1.0,0.0,8.0,2.0,No effect,0.0,I understand.,2,0,3,0,2,1,0,2,0,1,1,1,2,3,2,3,0,3,"(0.6213579466193702, -1.340166667621396)","(-1.2946810493306296, -0.0776204922365165)","(-1.1743537102689645, -0.3680028286573547)","(0.6213579466193728, -1.340166667621386)","(-1.2946810493306293, -0.07762049223651943)","(-1.1743537102689645, -0.3680028286573547)","(0.6472405046884286, -1.289341407780059)","(-0.6699133191808416, -0.6292639510380065)","(0.8895948200331865, 0.009984862834333528)","(-1.384852627734054, 0.7799430301890476)","(2.7560680732957925, 0.6836601780914232)","(2.9128010919965037, 1.3890755325447184)",-18.00572,15.219123
37,85,8/28/2022 14:25:08,19.0,Spotify,2,3.0,Yes,1.0,No,0.0,No,0.0,R&B,5,Yes,1,Yes,1.0,77.0,Rarely,1,Never,0,Sometimes,2,Never,0,Never,0,Very frequently,3,Rarely,1,Very frequently,3,Rarely,1,Rarely,1,Rarely,1,Very frequently,3,Very frequently,3,Very frequently,3,Rarely,1,Very frequently,3,5.0,4.0,0.0,1.0,Improve,1.0,I understand.,2,0,3,0,0,1,0,1,2,1,3,1,2,1,2,3,1,3,"(0.3766701274913957, -1.3630056053129396)","(-1.1111747328749324, -0.0030145221301553617)","(-1.0583657484522742, -1.4514692552857456)","(0.37667012749139916, -1.36300560531293)","(-1.1111747328749322, -0.0030145221301542307)","(-1.0583657484522742, -1.4514692552857456)","(0.43553949036751466, -1.3288871355164813)","(-0.6176713873651041, -0.48523299948799054)","(1.26068835993857, -0.9916740285461717)","(-1.1710867305711457, 0.9388094741240387)","(1.0325704127891664, -0.46268207227616276)","(1.7193545740534903, 0.4286777813417591)",-19.010616,-4.689645
38,153,8/28/2022 18:35:17,21.0,I do not use a streaming service.,6,3.0,Yes,1.0,No,0.0,No,0.0,Rock,2,No,0,No,0.0,77.0,Never,0,Never,0,Never,0,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Never,0,Rarely,1,Never,0,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Very frequently,3,Very frequently,3,9.0,10.0,3.0,0.0,No effect,0.0,I understand.,2,1,0,0,0,0,0,3,3,1,0,2,2,0,3,2,0,0,"(0.33032673431237664, -1.4093015974916134)","(1.089763228445887, -1.3593505394214003)","(1.0097095921398407, -0.9483073161364994)","(0.33032673431238024, -1.4093015974916054)","(1.0897632284458871, -1.3593505394213985)","(1.0097095921398407, -0.9483073161364994)","(0.39873519605625163, -1.3780952023428168)","(1.5205686932581022, -0.6987076957319235)","(-0.246528566150279, -1.138744098049919)","(-1.1163046518971116, 0.9749404308212709)","(-1.9044235117988384, -1.1608338879469626)","(-0.38898706610154266, 2.297041783336919)",7.4275246,1.2001418
39,254,8/28/2022 23:50:25,22.0,Spotify,2,3.0,Yes,1.0,No,0.0,No,0.0,Hip hop,9,Yes,1,Yes,1.0,77.0,Rarely,1,Never,0,Sometimes,2,Rarely,1,Never,0,Very frequently,3,Rarely,1,Never,0,Sometimes,2,Rarely,1,Sometimes,2,Very frequently,3,Sometimes,2,Very frequently,3,Sometimes,2,Rarely,1,6.0,6.0,8.0,0.0,Improve,1.0,I understand.,2,1,0,0,3,0,0,3,3,1,0,0,2,0,3,3,1,3,"(0.3071550377228671, -1.4324495935809503)","(0.5125862911228353, -1.4025279428953155)","(0.4250000016290774, -0.219058973217147)","(0.3071550377228707, -1.4324495935809431)","(0.5125862911228352, -1.4025279428953161)","(0.4250000016290774, -0.219058973217147)","(0.38033304890062014, -1.4026992357559844)","(1.2276744357057048, -0.986629819398374)","(-0.17757964033350965, -0.3183772891180695)","(-1.0925430983619935, 0.998316009542076)","(-1.288525899334188, -1.0876794866661437)","(0.3003692285743593, 1.8064651839596948)",12.609179,3.7262042
40,429,8/30/2022 17:43:36,72.0,Spotify,2,6.0,Yes,1.0,Yes,1.0,Yes,1.0,Rock,2,No,0,No,0.0,77.0,Never,0,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Never,0,Sometimes,2,Never,0,Never,0,Rarely,1,Very frequently,3,Never,0,Very frequently,3,Never,0,0.0,1.0,0.0,2.0,Improve,1.0,I understand.,1,2,1,1,2,2,2,1,1,3,1,1,1,3,1,0,0,0,"(-0.1868814241372152, -2.5907765732411727)","(-2.518798285442019, 0.6234785209883918)","(-3.1005867891683407, 1.9836512292436557)","(-0.1868814241372107, -2.590776573241207)","(-2.5187982854420183, 0.6234785209883908)","(-3.1005867891683407, 1.9836512292436557)","(0.04012229261489404, -2.588075823444609)","(-1.823389611614856, -0.556461405935917)","(1.1375315746986434, 2.6672125509867435)","(-1.602616451739982, 4.081727187386135)","(2.7923910269726226, -0.6231464919991239)","(5.293976660478018, 0.20229719268048654)",-31.303505,23.712345
41,116,8/28/2022 16:30:17,23.0,Spotify,2,4.0,Yes,1.0,No,0.0,No,0.0,Hip hop,9,Yes,1,Yes,1.0,78.0,Rarely,1,Never,0,Sometimes,2,Sometimes,2,Never,0,Very frequently,3,Rarely,1,Very frequently,3,Sometimes,2,Very frequently,3,Rarely,1,Very frequently,3,Very frequently,3,Very frequently,3,Sometimes,2,Sometimes,2,7.0,6.0,7.0,5.0,Improve,1.0,I understand.,2,3,2,0,1,0,0,2,0,1,2,2,2,2,0,3,1,3,"(0.505404812112691, -1.4244995323290417)","(1.2831229879116475, 0.22258067435433962)","(1.2332866705580208, -0.5514670504300905)","(0.5054048121126937, -1.4244995323290357)","(1.2831229879116475, 0.22258067435433873)","(1.2332866705580208, -0.5514670504300905)","(0.5526841275218325, -1.3811496693634848)","(0.5661256041436263, 0.7492294426916288)","(-0.5498229819712002, -0.8486333093439371)","(-1.2492707095299111, 0.8691057664958975)","(-1.170753901349833, 0.9103049492489569)","(-0.4035230952655701, 1.9687500981658101)",15.614386,6.531975
42,449,09/01/2022 3:38,14.0,Apple Music,1,2.0,Yes,1.0,No,0.0,No,0.0,Pop,10,Yes,1,No,0.0,78.0,Rarely,1,Never,0,Never,0,Sometimes,2,Never,0,Sometimes,2,Never,0,Rarely,1,Very frequently,3,Rarely,1,Rarely,1,Very frequently,3,Sometimes,2,Sometimes,2,Rarely,1,Never,0,6.0,0.0,0.0,0.0,Improve,1.0,I understand.,2,0,3,0,0,1,0,3,2,1,1,1,2,3,2,3,1,3,"(0.2709178363413469, -1.2155494507294238)","(-1.7781584479025156, 0.24038268631962845)","(-1.680062994242767, -1.9163248288750705)","(0.27091783634135075, -1.2155494507294098)","(-1.778158447902515, 0.24038268631963003)","(-1.680062994242767, -1.9163248288750705)","(0.3317057175919506, -1.189596757291484)","(-1.1530873660590033, -0.5650756635170978)","(1.8423104048482302, -1.2276946798870334)","(-1.2178518092701507, 1.0377561205953802)","(2.108857135592209, 0.011889817330130866)","(2.6302040463017025, 0.34415891277172933)",-17.084778,-0.8234695
43,725,10/15/2022 14:00:55,19.0,Spotify,2,6.0,Yes,1.0,No,0.0,No,0.0,Pop,10,Yes,1,Yes,1.0,78.0,Rarely,1,Rarely,1,Rarely,1,Never,0,Never,0,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Never,0,Very frequently,3,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,6.0,6.0,8.0,0.0,Improve,1.0,I understand.,2,1,0,0,3,0,0,3,0,3,0,2,2,0,3,3,1,3,"(1.041123843547659, -1.3325256647672803)","(0.5125862911228353, -1.4025279428953155)","(0.6625275599050839, -0.04287155211527376)","(1.0411238435476602, -1.3325256647672723)","(0.5125862911228352, -1.4025279428953161)","(0.6625275599050839, -0.04287155211527376)","(1.0128904504749239, -1.2528501470643045)","(1.2276744357057048, -0.986629819398374)","(-0.39921529754087953, -0.22946851094992538)","(-1.7836970035516537, 0.5033338788143928)","(-1.2885258993341888, -1.0876794866661426)","(-1.0912079205033047, 1.3962146987061572)",13.492758,3.1507833
44,24,8/28/2022 3:19:08,18.0,Spotify,2,2.0,Yes,1.0,No,0.0,No,0.0,Pop,10,No,0,Yes,1.0,79.0,Rarely,1,Rarely,1,Sometimes,2,Never,0,Never,0,Rarely,1,Never,0,Rarely,1,Sometimes,2,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Never,0,Rarely,1,3.0,3.0,8.0,6.0,No effect,0.0,I understand.,2,3,2,0,1,0,0,2,0,1,2,2,2,2,0,3,1,3,"(0.17813639842417717, -1.2767343193477327)","(0.22755739610350362, 0.7574613770381126)","(0.18082493208634984, -0.8535375772380256)","(0.17813639842418122, -1.276734319347722)","(0.22755739610350345, 0.7574613770381096)","(0.18082493208634984, -0.8535375772380256)","(0.2555514875809859, -1.2568009854617423)","(-0.3817335755972258, 0.7519270609949235)","(0.2360689863671836, -0.814900217693721)","(-1.0078688945326146, 1.0265352694172183)","(-0.7410478179311102, -2.0196019162568892)","(-1.1073962313193955, -1.811196561195073)",8.929377,12.506826
45,141,8/28/2022 18:06:24,17.0,Spotify,2,4.0,Yes,1.0,No,0.0,No,0.0,Lofi,15,Yes,1,Yes,1.0,79.0,Very frequently,3,Never,0,Never,0,Never,0,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Never,0,Very frequently,3,Never,0,Very frequently,3,Sometimes,2,Sometimes,2,Rarely,1,Very frequently,3,3.0,8.0,0.0,0.0,Improve,1.0,I understand.,2,0,0,0,2,1,0,3,2,1,3,1,2,1,2,3,1,3,"(0.6443403400906166, -1.254204440053982)","(-0.9335480714536795, -0.8626870958827596)","(-0.7936932986436709, -1.1490905321528373)","(0.6443403400906191, -1.2542044400539716)","(-0.9335480714536795, -0.862687095882759)","(-0.7936932986436709, -1.1490905321528373)","(0.6605513690671826, -1.2023135634020654)","(0.05866655840554798, -1.1492973574456216)","(0.970256617996864, -0.7978319158923026)","(-1.3706267242936228, 0.7116881855034167)","(0.380881352596875, -2.010606394593453)","(1.566427062868386, -1.3079290054966681)",-16.182081,-12.470072
46,583,09/06/2022 11:15,59.0,Other streaming service,5,1.0,No,0.0,Yes,1.0,No,0.0,Rock,2,No,0,No,0.0,79.0,Rarely,1,Never,0,Never,0,Rarely,1,Sometimes,2,Never,0,Rarely,1,Never,0,Rarely,1,Never,0,Never,0,Rarely,1,Rarely,1,Never,0,Very frequently,3,Never,0,1.0,0.0,0.0,1.0,Improve,1.0,I understand.,1,2,1,1,2,2,3,1,1,0,1,1,1,3,1,2,0,0,"(-2.684794705852566, -1.9594766223786797)","(-2.642257662248129, 0.4694068681071636)","(-3.31462190591166, 0.7198732428150802)","(-2.684794705852564, -1.9594766223787015)","(-2.6422576622481286, 0.4694068681071632)","(-3.31462190591166, 0.7198732428150802)","(-2.188836263147217, -2.1325219956847192)","(-1.7887819125716329, -0.742927101905571)","(1.7901386123900214, 1.5996471324911017)","(1.7674493610346742, 3.4950292456522623)","(2.6980393740254245, -0.774774713815083)","(4.463459258885737, -0.3918915524348515)",-29.642838,22.781128
47,41,8/28/2022 11:50:31,23.0,YouTube Music,3,2.0,Yes,1.0,Yes,1.0,Yes,1.0,Video game music,3,Yes,1,No,0.0,80.0,Sometimes,2,Rarely,1,Never,0,Rarely,1,Sometimes,2,Never,0,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Very frequently,3,4.0,2.0,3.0,4.0,Improve,1.0,I understand.,2,0,3,0,1,0,0,2,0,1,1,1,2,3,2,0,2,2,"(0.06218326391749791, -1.3610671840553785)","(-0.7920925701517044, 0.8324272445432196)","(-0.8735067278403283, -1.1200374858132631)","(0.06218326391750222, -1.3610671840553719)","(-0.7920925701517043, 0.8324272445432188)","(-0.8735067278403283, -1.1200374858132631)","(0.16099511041438977, -1.3486092470451683)","(-1.0007265525858702, 0.37368267965763635)","(1.0085586395707893, -0.7488414513817209)","(-0.840149668928659, 1.0871403418937682)","(1.1649932477501346, 0.511988873569204)","(1.6322216294218894, 0.847810977360637)",-5.227182,-1.0353183
48,257,8/29/2022 0:03:43,22.0,YouTube Music,3,1.0,Yes,1.0,No,0.0,No,0.0,Video game music,3,Yes,1,Yes,1.0,80.0,Rarely,1,Never,0,Rarely,1,Sometimes,2,Never,0,Rarely,1,Never,0,Never,0,Never,0,Sometimes,2,Never,0,Rarely,1,Never,0,Never,0,Rarely,1,Very frequently,3,3.0,3.0,0.0,7.0,No effect,0.0,I understand.,2,0,3,0,0,1,0,2,2,1,1,1,2,3,2,3,0,0,"(-0.1361611620314575, -1.3376101295682485)","(-0.8322581161438073, 1.906379829800272)","(-0.9380835091217029, -1.7851809639168248)","(-0.13616116203145245, -1.3376101295682408)","(-0.8322581161438073, 1.9063798298002717)","(-0.9380835091217029, -1.7851809639168248)","(-0.013901609595261332, -1.3389469079552552)","(-1.7442938747873618, 1.2822063958628533)","(1.3217926811789946, -1.3245859777646851)","(-0.7114613017626038, 1.2440567487894996)","(1.7627864131319748, 1.5960412333922585)","(2.291160870576141, 1.6313732560253622)",-11.735388,-5.7980657
