,ID,Timestamp,Age,Primary streaming service,Primary streaming service Indicator,Hours per day,While working,While working Indicator,Instrumentalist,Instrumentalist Indicator,Composer,Composer Indicator,Fav genre,Fav genre Indicator,Exploratory,Exploratory Indicator,Foreign languages,Foreign languages Indicator,BPM,Frequency [Classical],Classical F Indicator,Frequency [Country],Country F Indicator,Frequency [EDM],EDM F Indicator,Frequency [Folk],Folk F Indicator,Frequency [Gospel],Gospel F Indicator,Frequency [Hip hop],Hip hop F Indicator,Frequency [Jazz],Jazz F Indicator,Frequency [K pop],K pop F Indicator,Frequency [Latin],Latin F Indicator,Frequency [Lofi],Lofi F Indicator,Frequency [Metal],Metal F Indicator,Frequency [Pop],Pop F Indicator,Frequency [R&B],R&B F Indicator,Frequency [Rap],Rap F Indicator,Frequency [Rock],Rock F Indicator,Frequency [Video game music],Video game music F Indicator,Anxiety,Depression,Insomnia,OCD,Music effects,Music Effects Number,Permissions,spec_cluster_habits,spec_cluster_mental,spec_cluster_all,prim_habits_cluster,prim_mental_cluster,prim_all_cluster,gmm_cluster_habits,gmm_cluster_mental,gmm_cluster_all,fcm_habits,fcm_mental,fcm_all,kmeans_habits,kmeans_mental,kmeans_all,spec_kmodes_habits,spec_kmodes_genre,spec_kmodes_all,SVD_habits,SVD_mental,SVD_all,PCA_habits,PCA_mental,PCA_all,ICA_habits,ICA_mental,ICA_all,MDS_habits,MDS_mental,MDS_all
20,514,09/02/2022 5:21,63.0,YouTube Music,3,8.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,No,0.0,70.0,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Never,0,Never,0,Rarely,1,Never,0,Rarely,1,Rarely,1,Never,0,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Never,0,2.0,1.0,2.0,2.0,Improve,1.0,I understand.,1,1,4,5,8,3,1,3,5,3,4,1,1,5,4,6,0,1,"(np.float64(0.4653586511592349), np.float64(-2.6029125354060136))","(np.float64(-1.8146823639241338), np.float64(0.44025384011884283))","(np.float64(-2.165777408171678), np.float64(1.7342749049193842))","(np.float64(0.4653586511592263), np.float64(-2.6029125354059883))","(np.float64(-1.814682363924134), np.float64(0.44025384011884755))","(np.float64(-2.165777408171678), np.float64(1.7342749049193842))","(np.float64(0.610158841065209), np.float64(-2.555239472456478))","(np.float64(-1.3076715225970592), np.float64(-0.40860935643346963))","(np.float64(0.6516640236122447), np.float64(2.1746488450979475))","(np.float64(-2.2334753475310225), np.float64(3.3677967954349537))","(np.float64(2.001761452468299), np.float64(-0.4539355942199017))","(np.float64(4.458573106858442), np.float64(1.1478027308247436))"
21,593,09/07/2022 19:43,29.0,Other streaming service,5,2.0,Yes,1.0,No,0.0,No,0.0,R&B,5,Yes,1,No,0.0,70.0,Rarely,1,Never,0,Very frequently,3,Never,0,Never,0,Very frequently,3,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Never,0,Very frequently,3,Very frequently,3,Rarely,1,Never,0,Sometimes,2,10.0,7.0,9.0,3.0,No effect,0.0,I understand.,2,2,7,1,0,0,2,6,4,2,6,2,4,0,5,1,3,4,"(np.float64(-0.07590040002823847), np.float64(-1.814026317981784))","(np.float64(2.0822485411026426), np.float64(-0.6806404464930182))","(np.float64(1.752849417190587), np.float64(-0.2998762357191937))","(np.float64(-0.07590040002824194), np.float64(-1.814026317981785))","(np.float64(2.082248541102642), np.float64(-0.6806404464930174))","(np.float64(1.752849417190587), np.float64(-0.2998762357191937))","(np.float64(0.07603864136498659), np.float64(-1.808352502348304))","(np.float64(1.6183130302624027), np.float64(0.31756253206296825))","(np.float64(-0.9797869467360546), np.float64(-0.7737187794696921))","(np.float64(-0.9227589751575802), np.float64(1.5573521024864554))","(np.float64(-2.4318462958052574), np.float64(0.3942000597598945))","(np.float64(-0.6539198930542086), np.float64(2.9906328467260965))"
22,719,10/06/2022 3:35,17.0,Spotify,2,1.0,Yes,1.0,Yes,1.0,No,0.0,Metal,13,Yes,1,Yes,1.0,70.0,Rarely,1,Never,0,Rarely,1,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Very frequently,3,Very frequently,3,Sometimes,2,Never,0,Never,0,Very frequently,3,Very frequently,3,8.0,3.0,9.0,2.0,No effect,0.0,I understand.,2,2,7,1,3,0,0,5,4,2,6,2,4,0,5,0,2,3,"(np.float64(-0.01935616349259165), np.float64(-1.535941306511942))","(np.float64(0.810476967266635), np.float64(-0.4803960566962585))","(np.float64(0.6652213755430856), np.float64(-1.0205349900544916))","(np.float64(-0.01935616349259305), np.float64(-1.5359413065119523))","(np.float64(0.8104769672666347), np.float64(-0.4803960566962527))","(np.float64(0.6652213755430856), np.float64(-1.0205349900544916))","(np.float64(0.1035655400672828), np.float64(-1.5280457957135463))","(np.float64(0.7745878354007272), np.float64(-0.06217374071986812))","(np.float64(-0.00021355812533855662), np.float64(-1.1038925154790384))","(np.float64(-1.1726906497532006), np.float64(1.4343442477496025))","(np.float64(-1.8273824728664827), np.float64(-0.3086181691666555))","(np.float64(0.6963997111188214), np.float64(2.6745568831134903))"
23,326,8/29/2022 5:45:03,22.0,Spotify,2,2.0,Yes,1.0,Yes,1.0,Yes,1.0,Pop,10,Yes,1,No,0.0,72.0,Rarely,1,Rarely,1,Never,0,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Never,0,Rarely,1,Rarely,1,Never,0,Very frequently,3,Very frequently,3,Sometimes,2,Sometimes,2,Rarely,1,2.0,7.0,1.0,2.0,Improve,1.0,I understand.,2,3,6,1,5,2,0,4,6,2,1,1,4,5,2,4,9,5,"(np.float64(0.08611217298006346), np.float64(-1.5891761138783451))","(np.float64(-0.8780956953039896), np.float64(-0.24868726922406503))","(np.float64(-0.9525973302297517), np.float64(-1.1793121832902702))","(np.float64(0.08611217298006132), np.float64(-1.5891761138783516))","(np.float64(-0.8780956953039896), np.float64(-0.2486872692240654))","(np.float64(-0.9525973302297517), np.float64(-1.1793121832902702))","(np.float64(0.19976238867753005), np.float64(-1.5737004574913045))","(np.float64(-0.3227134729091224), np.float64(-0.5958169088145435))","(np.float64(1.0826071593820312), np.float64(-0.7789898215264134))","(np.float64(-1.0585818716971076), np.float64(1.2706474748810568))","(np.float64(0.6138317912294978), np.float64(-1.6045387773930104))","(np.float64(2.1074025917239987), np.float64(1.0182859319049884))"
24,386,8/29/2022 18:00:27,16.0,Other streaming service,5,3.0,Yes,1.0,Yes,1.0,Yes,1.0,Classical,12,No,0,No,0.0,72.0,Very frequently,3,Rarely,1,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Never,0,Rarely,1,9.0,7.0,10.0,6.0,No effect,0.0,I understand.,2,0,0,1,0,4,0,0,4,2,6,2,4,2,7,4,5,0,"(np.float64(0.44665847505558437), np.float64(-1.450597195740114))","(np.float64(2.4627562469945836), np.float64(0.10181530593124484))","(np.float64(2.407457230726281), np.float64(-0.9202431216697047))","(np.float64(0.4466584750555836), np.float64(-1.4505971957401242))","(np.float64(2.462756246994584), np.float64(0.10181530593124907))","(np.float64(2.407457230726281), np.float64(-0.9202431216697047))","(np.float64(0.5034741387766021), np.float64(-1.4111345626890437))","(np.float64(1.305095038627103), np.float64(1.1574732129149456))","(np.float64(-1.1373329851052214), np.float64(-1.5169560123210126))","(np.float64(-1.4002646008407476), np.float64(1.0278776408445258))","(np.float64(-2.503923411674014), np.float64(1.2604629358031418))","(np.float64(-1.494072033266761), np.float64(3.092987933295098))"
25,416,8/30/2022 8:00:32,69.0,Pandora,4,4.0,Yes,1.0,Yes,1.0,Yes,1.0,Classical,12,Yes,1,Yes,1.0,72.0,Very frequently,3,Sometimes,2,Never,0,Sometimes,2,Sometimes,2,Rarely,1,Very frequently,3,Rarely,1,Rarely,1,Rarely,1,Never,0,Sometimes,2,Sometimes,2,Never,0,Very frequently,3,Never,0,1.0,1.0,2.0,0.0,Improve,1.0,I understand.,1,1,4,5,8,3,1,1,1,3,4,1,1,5,4,7,0,0,"(np.float64(-0.5599253216499444), np.float64(-2.677750046872789))","(np.float64(-2.304039417530464), np.float64(-0.17602152518397815))","(np.float64(-2.988574144150535), np.float64(1.8501372522656527))","(np.float64(-0.5599253216499549), np.float64(-2.6777500468727604))","(np.float64(-2.3040394175304644), np.float64(-0.1760215251839724))","(np.float64(-2.988574144150535), np.float64(1.8501372522656527))","(np.float64(-0.2785407933065882), np.float64(-2.700206639263677))","(np.float64(-1.1667495555203082), np.float64(-1.1525163784202082))","(np.float64(1.1217869259621847), np.float64(2.5155846845462846))","(np.float64(-1.162452494488613), np.float64(3.972919184714425))","(np.float64(2.182152881295284), np.float64(-1.229745764213576))","(np.float64(4.915399742701061), np.float64(0.12611534549930065))"
26,461,09/01/2022 15:21,23.0,YouTube Music,3,4.0,No,0.0,No,0.0,No,0.0,Hip hop,9,Yes,1,No,0.0,72.0,Rarely,1,Rarely,1,Never,0,Rarely,1,Never,0,Very frequently,3,Rarely,1,Never,0,Never,0,Sometimes,2,Rarely,1,Very frequently,3,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,8.0,10.0,4.0,0.0,No effect,0.0,I understand.,0,6,7,0,7,0,5,1,1,1,3,2,3,3,5,3,3,4,"(np.float64(-1.1854027001009053), np.float64(-1.3469257485292014))","(np.float64(1.0386292833325457), np.float64(-1.4797314256248553))","(np.float64(0.9798333718493837), np.float64(-0.6257765053585189))","(np.float64(-1.1854027001009015), np.float64(-1.346925748529207))","(np.float64(1.0386292833325454), np.float64(-1.4797314256248613))","(np.float64(0.9798333718493837), np.float64(-0.6257765053585189))","(np.float64(-0.9286428743295653), np.float64(-1.4204350482178045))","(np.float64(1.5728882603218184), np.float64(-0.8247107434831963))","(np.float64(-0.3599234685914269), np.float64(-0.8419082046212143))","(np.float64(1.3322871129612426), np.float64(2.0809982326595753))","(np.float64(-1.7772429038432445), np.float64(-1.049033726987706))","(np.float64(-0.21527699069326367), np.float64(2.3402803893909523))"
27,472,09/01/2022 16:38,28.0,Spotify,2,1.0,No,0.0,Yes,1.0,No,0.0,Rock,2,Yes,1,No,0.0,72.0,Rarely,1,Rarely,1,Never,0,Rarely,1,Never,0,Rarely,1,Never,0,Never,0,Never,0,Sometimes,2,Rarely,1,Sometimes,2,Never,0,Rarely,1,Sometimes,2,Never,0,3.0,1.0,0.0,2.0,No effect,0.0,I understand.,0,1,1,0,8,2,5,3,2,1,4,1,3,5,2,3,0,2,"(np.float64(-1.9658095506638469), np.float64(-1.4617385537825092))","(np.float64(-1.9140104266335936), np.float64(0.6666313396414146))","(np.float64(-2.106086970496276), np.float64(-1.2823224003421227))","(np.float64(-1.9658095506638444), np.float64(-1.461738553782512))","(np.float64(-1.9140104266335936), np.float64(0.6666313396414151))","(np.float64(-2.106086970496276), np.float64(-1.2823224003421227))","(np.float64(-1.6005502116035708), np.float64(-1.5882802982534068))","(np.float64(-1.5150803954470822), np.float64(-0.25656779718218137))","(np.float64(1.8504692048521252), np.float64(-0.5382256237610871))","(np.float64(1.6191230658232314), np.float64(2.117913300794582))","(np.float64(2.074484468943198), np.float64(-0.27085190170487145))","(np.float64(2.7833751607872763), np.float64(0.16951577762361658))"
28,432,8/31/2022 5:45:08,19.0,YouTube Music,3,3.0,No,0.0,Yes,1.0,No,0.0,Rap,11,Yes,1,Yes,1.0,73.0,Rarely,1,Never,0,Sometimes,2,Never,0,Never,0,Sometimes,2,Rarely,1,Never,0,Never,0,Rarely,1,Never,0,Sometimes,2,Rarely,1,Very frequently,3,Sometimes,2,Sometimes,2,3.0,3.0,0.0,0.0,Improve,1.0,I understand.,0,1,1,0,8,2,5,1,1,1,4,1,3,5,2,7,9,6,"(np.float64(-1.3143266878404647), np.float64(-1.2226175900350202))","(np.float64(-1.839421968489467), np.float64(-0.2002389936644062))","(np.float64(-1.7669134726000904), np.float64(-1.3677703778975971))","(np.float64(-1.3143266878404603), np.float64(-1.2226175900350291))","(np.float64(-1.8394219684894673), np.float64(-0.20023899366440723))","(np.float64(-1.7669134726000904), np.float64(-1.3677703778975971))","(np.float64(-1.0508787942607603), np.float64(-1.3057487034059754))","(np.float64(-0.8913729044896573), np.float64(-0.9715923042113755))","(np.float64(1.672121137489665), np.float64(-0.712443802469019))","(np.float64(1.4707919210943625), np.float64(1.9702294378125362))","(np.float64(1.623533449799555), np.float64(-1.0026947132112398))","(np.float64(2.43536076619536), np.float64(-0.044452879430203))"
29,683,9/22/2022 15:03:22,18.0,Apple Music,1,5.0,Yes,1.0,Yes,1.0,No,0.0,Latin,1,Yes,1,Yes,1.0,73.0,Very frequently,3,Sometimes,2,Rarely,1,Never,0,Never,0,Sometimes,2,Rarely,1,Sometimes,2,Very frequently,3,Sometimes,2,Never,0,Very frequently,3,Sometimes,2,Rarely,1,Sometimes,2,Never,0,10.0,6.0,0.0,0.0,Improve,1.0,I understand.,2,6,2,1,7,0,2,1,1,2,0,3,4,3,6,0,9,4,"(np.float64(0.843252675394364), np.float64(-1.4661041889753363))","(np.float64(0.11527404028499638), np.float64(-0.49701794480502953))","(np.float64(0.25106240520752815), np.float64(-1.4871875517520192))","(np.float64(0.8432526753943631), np.float64(-1.4661041889753446))","(np.float64(0.1152740402849963), np.float64(-0.49701794480504147))","(np.float64(0.25106240520752815), np.float64(-1.4871875517520192))","(np.float64(0.8507219374074653), np.float64(-1.399247335386457))","(np.float64(0.39803894430561), np.float64(-0.378463582393222))","(np.float64(0.4515857375738856), np.float64(-1.4013997109176037))","(np.float64(-1.6874245743923915), np.float64(0.7423510196743699))","(np.float64(-0.7916808007772901), np.float64(-1.744805040693364))","(np.float64(-1.622196935956668), np.float64(-1.5076461322575814))"
30,35,8/28/2022 11:08:51,16.0,Spotify,2,1.0,Yes,1.0,No,0.0,No,0.0,Classical,12,No,0,No,0.0,75.0,Very frequently,3,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Rarely,1,0.0,0.0,0.0,0.0,No effect,0.0,I understand.,2,4,1,1,8,2,0,1,1,2,4,1,4,5,2,8,5,1,"(np.float64(0.0033422753012594866), np.float64(-1.3557577317274123))","(np.float64(-2.987734165519364), np.float64(0.1540770490135818))","(np.float64(-2.941219208114578), np.float64(-1.64991948620784))","(np.float64(0.003342275301258386), np.float64(-1.355757731727423))","(np.float64(-2.9877341655193645), np.float64(0.15407704901358654))","(np.float64(-2.941219208114578), np.float64(-1.64991948620784))","(np.float64(0.10923948028072068), np.float64(-1.3473822348883144))","(np.float64(-1.7697057983945559), np.float64(-1.1648628810245567))","(np.float64(2.5264985405683107), np.float64(-0.6257533076917765))","(np.float64(-1.0902746922359636), np.float64(1.3158319534000937))","(np.float64(2.902621489073664), np.float64(-1.1836369538746205))","(np.float64(3.393925073205979), np.float64(-1.3282711629090667))"
31,372,8/29/2022 14:53:54,24.0,Spotify,2,3.0,Yes,1.0,Yes,1.0,No,0.0,Classical,12,No,0,Yes,1.0,75.0,Very frequently,3,Never,0,Never,0,Never,0,Rarely,1,Rarely,1,Never,0,Never,0,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Never,0,Rarely,1,Never,0,Never,0,9.0,6.0,1.0,1.0,Improve,1.0,I understand.,2,6,2,1,7,0,2,4,6,2,0,3,4,3,6,0,0,0,"(np.float64(0.26100094766211485), np.float64(-1.5415598172376976))","(np.float64(0.20802064550674942), np.float64(-0.31645328479924617))","(np.float64(0.1198854824236998), np.float64(-1.2297378312826317))","(np.float64(0.2610009476621127), np.float64(-1.5415598172377019))","(np.float64(0.20802064550674962), np.float64(-0.3164532847992552))","(np.float64(0.1198854824236998), np.float64(-1.2297378312826317))","(np.float64(0.3486200373662333), np.float64(-1.5143311135471467))","(np.float64(0.32851265846965366), np.float64(-0.18249538727674008))","(np.float64(0.42859115520001984), np.float64(-1.1334925694316733))","(np.float64(-1.0913927302217294), np.float64(1.1101575184751513))","(np.float64(-0.34912354236079113), np.float64(-0.2455956998683544))","(np.float64(0.9111078705144676), np.float64(1.5645929833410486))"
32,453,09/01/2022 12:04,23.0,Spotify,2,2.0,Yes,1.0,No,0.0,No,0.0,Pop,10,No,0,No,0.0,75.0,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Never,0,Very frequently,3,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Very frequently,3,Very frequently,3,Sometimes,2,Sometimes,2,7.0,6.0,4.0,3.0,Improve,1.0,I understand.,2,6,7,1,1,0,0,6,4,2,0,5,4,6,5,6,3,5,"(np.float64(0.06265652171315919), np.float64(-1.5181027627505672))","(np.float64(0.5439758637730568), np.float64(-0.06132057810679466))","(np.float64(0.3960625192563781), np.float64(-1.055335195160682))","(np.float64(0.06265652171315697), np.float64(-1.5181027627505725))","(np.float64(0.5439758637730571), np.float64(-0.06132057810679642))","(np.float64(0.3960625192563781), np.float64(-1.055335195160682))","(np.float64(0.1737233173565823), np.float64(-1.5046687744572338))","(np.float64(0.3445493925840482), np.float64(0.18340249145620138))","(np.float64(0.18337318105181438), np.float64(-1.0573301701319102))","(np.float64(-0.961829123907604), np.float64(1.2166270793257488))","(np.float64(-0.49180211912049254), np.float64(0.22971075429484947))","(np.float64(0.32344054151110174), np.float64(1.3511917578655752))"
33,203,8/28/2022 21:06:09,19.0,Spotify,2,3.0,Yes,1.0,No,0.0,Yes,1.0,Rock,2,Yes,1,Yes,1.0,76.0,Sometimes,2,Never,0,Sometimes,2,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Never,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Never,0,Very frequently,3,Rarely,1,9.0,10.0,4.0,0.0,Improve,1.0,I understand.,2,6,7,1,7,0,0,1,1,2,3,2,4,3,5,1,2,3,"(np.float64(0.3767647790505298), np.float64(-1.3944127210519721))","(np.float64(1.2402252362686872), np.float64(-1.465347152740514))","(np.float64(1.1832718636369914), np.float64(-0.952141712823863))","(np.float64(0.3767647790505286), np.float64(-1.39441272105198))","(np.float64(1.240225236268687), np.float64(-1.4653471527405215))","(np.float64(1.1832718636369914), np.float64(-0.952141712823863))","(np.float64(0.4380851317559523), np.float64(-1.3600990409988953))","(np.float64(1.6756579990444105), np.float64(-0.7247462072319533))","(np.float64(-0.35414248186486114), np.float64(-1.1922482331131947))","(np.float64(-1.1957007137676239), np.float64(0.964359827389917))","(np.float64(-1.9997054009179702), np.float64(-0.9997988871800153))","(np.float64(-1.1316755013390378), np.float64(2.063855815242509))"
34,307,8/29/2022 4:02:01,17.0,Spotify,2,2.0,Yes,1.0,Yes,1.0,No,0.0,Pop,10,Yes,1,No,0.0,76.0,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Rarely,1,Rarely,1,Never,0,Never,0,Rarely,1,Never,0,Very frequently,3,Rarely,1,Rarely,1,Never,0,Rarely,1,7.0,6.0,0.0,4.0,Improve,1.0,I understand.,2,6,2,1,1,6,0,2,2,2,5,3,4,3,6,0,9,4,"(np.float64(0.20159204969108346), np.float64(-1.3478076704755042))","(np.float64(0.08600838281694848), np.float64(0.6636114213789066))","(np.float64(0.07220649313071771), np.float64(-1.94399295826208))","(np.float64(0.20159204969108238), np.float64(-1.347807670475514))","(np.float64(0.08600838281694924), np.float64(0.6636114213788992))","(np.float64(0.07220649313071771), np.float64(-1.94399295826208))","(np.float64(0.28159055890193296), np.float64(-1.3258326684958146))","(np.float64(-0.39765368346085317), np.float64(0.6095277803240395))","(np.float64(0.7513235073092159), np.float64(-1.7579990999824875))","(np.float64(-1.1268772400031974), np.float64(1.0968731463699188))","(np.float64(0.30693030409440997), np.float64(0.9165744985592816))","(np.float64(1.0145981936563364), np.float64(1.6245000342434466))"
35,580,09/05/2022 21:56,14.0,Spotify,2,3.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,No,0.0,76.0,Never,0,Never,0,Never,0,Never,0,Never,0,Sometimes,2,Rarely,1,Never,0,Never,0,Never,0,Rarely,1,Sometimes,2,Never,0,Never,0,Very frequently,3,Sometimes,2,2.0,6.0,3.0,0.0,Worsen,-1.0,I understand.,2,3,6,1,5,2,0,1,1,2,1,1,4,4,2,6,4,1,"(np.float64(0.49262326199807643), np.float64(-1.2786727406052851))","(np.float64(-1.046107559735734), np.float64(-0.930081967837105))","(np.float64(-0.9264470642337911), np.float64(-1.1016412363314285))","(np.float64(0.4926232619980761), np.float64(-1.2786727406052967))","(np.float64(-1.0461075597357345), np.float64(-0.9300819678371022))","(np.float64(-0.9264470642337911), np.float64(-1.1016412363314285))","(np.float64(0.5300958675341102), np.float64(-1.237078873933057))","(np.float64(0.04114895188379509), np.float64(-1.2562954069032348))","(np.float64(1.0343228968877651), np.float64(-0.7171276315225494))","(np.float64(-1.3947126289851983), np.float64(0.9144222952973636))","(np.float64(0.5971198886281124), np.float64(-1.5907402196618496))","(np.float64(2.069106019614248), np.float64(0.6094018791355172))"
36,45,8/28/2022 12:08:29,18.0,Spotify,2,4.0,Yes,1.0,No,0.0,No,0.0,Metal,13,Yes,1,Yes,1.0,77.0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Rarely,1,Never,0,Never,0,Never,0,Very frequently,3,Sometimes,2,Sometimes,2,Very frequently,3,Very frequently,3,Very frequently,3,1.0,0.0,8.0,2.0,No effect,0.0,I understand.,2,2,7,1,6,2,0,0,0,2,4,1,4,4,1,1,6,8,"(np.float64(0.6213579466193725), np.float64(-1.3401666676213893))","(np.float64(-1.2946810493306289), np.float64(-0.07762049223652))","(np.float64(-1.1743537102689643), np.float64(-0.36800282865736444))","(np.float64(0.6213579466193716), np.float64(-1.3401666676213977))","(np.float64(-1.2946810493306296), np.float64(-0.07762049223650462))","(np.float64(-1.1743537102689643), np.float64(-0.36800282865736444))","(np.float64(0.6472405046884278), np.float64(-1.2893414077800602))","(np.float64(-0.6699133191808475), np.float64(-0.6292639510379989))","(np.float64(0.8895948200331841), np.float64(0.009984862834336255))","(np.float64(-1.384852627734054), np.float64(0.7799430301890498))","(np.float64(2.7560680732957987), np.float64(0.6836601780914005))","(np.float64(2.912801091996495), np.float64(1.389075532544742))"
37,85,8/28/2022 14:25:08,19.0,Spotify,2,3.0,Yes,1.0,No,0.0,No,0.0,R&B,5,Yes,1,Yes,1.0,77.0,Rarely,1,Never,0,Sometimes,2,Never,0,Never,0,Very frequently,3,Rarely,1,Very frequently,3,Rarely,1,Rarely,1,Rarely,1,Very frequently,3,Very frequently,3,Very frequently,3,Rarely,1,Very frequently,3,5.0,4.0,0.0,1.0,Improve,1.0,I understand.,2,7,2,1,1,2,0,4,6,2,1,1,4,1,6,5,3,7,"(np.float64(0.37667012749139817), np.float64(-1.3630056053129336))","(np.float64(-1.1111747328749322), np.float64(-0.0030145221301545546))","(np.float64(-1.058365748452274), np.float64(-1.4514692552857533))","(np.float64(0.37667012749139694), np.float64(-1.3630056053129416))","(np.float64(-1.1111747328749322), np.float64(-0.0030145221301585983))","(np.float64(-1.058365748452274), np.float64(-1.4514692552857533))","(np.float64(0.4355394903675136), np.float64(-1.3288871355164824))","(np.float64(-0.6176713873651039), np.float64(-0.4852329994879911))","(np.float64(1.2606883599385659), np.float64(-0.9916740285461727))","(np.float64(-1.1710867305711437), np.float64(0.938809474124041))","(np.float64(1.032570412789168), np.float64(-0.46268207227615515))","(np.float64(1.7193545740534841), np.float64(0.42867778134177315))"
